state1,state2,typology,fence,wall,additional_fortification,fortification_description,landmine,bcp,bcp_infrastructure,avdan_2019,hassner_wittenberg_2015,jellissen_gottheil_2013,jones_2012,wikipedia,linnell_et_al_2016
IRQ,SYR,4,1,0,1,"berms, trenches, 3m-high fence topped with barbed wire, guardtower",4,"34.3953084,40.9751243",1,0,0,0,1,0,0
IRQ,TUR,3,0,0,0,,4,"37.1393633,42.5687823",2,0,0,0,0,0,0
ISR,EGY,5,1,0,1,double 5m fence with barbed wire,,"29.4913074,34.9027046",2,0,1,0,1,1,0
ISR,JOR,4,1,0,0,3m-high metal fence topped with barbed wire,,"29.575214,34.9760125",1,1,1,0,0,0,0
ISR,LBN,5,1,1,0,"fence, wall",,,0,1,1,0,1,0,0
ISR,SYR,5,1,0,0,4m-high fence with stacked barbed wire,,"33.1241828,35.8124021",1,1,1,0,0,0,0
ITA,AUT,2,0,0,0,,0,"47.0055383,11.5045034",0,0,0,0,0,0,0
ITA,CHE,3,0,0,0,,0,"45.84069,9.0357494",2,0,0,0,0,0,0
ITA,FRA,2,0,0,0,,0,"43.785597,7.5302178",0,0,0,0,0,0,0
ITA,SMR,2,0,0,0,,0,"43.957094,12.4361634",0,0,0,0,0,0,0
ITA,SVN,2,0,0,0,,0,"46.21708,13.4954225",0,0,0,0,0,0,0
JOR,IRQ,5,1,0,1,"electronic fencing, watchtowers",1,"32.7259645,38.9824903",2,1,0,0,0,0,0
JOR,ISR,3,0,0,0,,1,"29.5754394,34.9802626",2,0,0,0,0,0,0
JOR,SAU,3,0,0,0,,1,"31.5299001,37.0762803",2,0,0,0,0,0,0
JOR,SYR,5,1,0,1,4m-high fence topped with barbed wire; watchtower,1,"32.5197119,36.1929947",2,0,0,0,0,0,0
KAZ,CHN,4,1,0,0,,0,"46.6820052,82.7890082",2,0,0,0,0,0,1
KAZ,KGZ,4,1,0,1,berms,0,"43.0253489,74.7050261",2,1,1,0,0,0,1
KAZ,RUS,3,0,0,0,,0,"51.198718,49.9118636",2,0,0,0,0,0,1
KAZ,TKM,5,1,0,1,fence; berms,0,"41.919351,52.6586746",2,0,0,0,0,0,0
KAZ,UZB,4,1,0,0,"1,7m-high barbed wire fence; partially multiple fences",0,"44.8958001,55.9956638",2,1,1,1,1,1,1
KEN,ETH,3,0,0,0,,0,"3.5253977,39.0526087",2,0,0,0,0,0,0
KEN,SOM,4,1,0,0,meshed and razor wire; 700km planned; 8km finished,0,"3.9339459,41.8693054",2,0,0,0,0,0,0
KEN,SSD,3,0,0,0,,0,"4.410713,34.2720919",1,0,0,0,0,0,0
KEN,TZA,3,0,0,0,,0,"-4.599944,39.1048597",2,0,0,0,0,0,0
KEN,UGA,3,0,0,0,,0,"0.4655405,34.098545",2,0,0,0,0,0,0
KGZ,CHN,4,1,0,0,,,"40.5925,75.427222",1,0,0,0,0,0,1
KGZ,KAZ,3,0,0,0,,,"40.567111,75.4348457",2,0,0,0,0,0,0
KGZ,TJK,3,1,0,0,under construction,,"40.11261,70.7321297",1,0,0,0,0,0,1
KGZ,UZB,3,0,0,0,,,"40.570982,72.7602669",1,0,0,0,0,0,0
KHM,LAO,3,0,0,0,,4,"13.9240726,106.0262468",2,0,0,0,0,0,0
KHM,THA,3,0,0,0,,4,"13.6622071,102.547053",1,0,0,0,0,0,0
KHM,VNM,3,0,0,0,,4,"11.0773458,106.1686904",2,0,0,0,0,0,0
KOR,PRK,5,1,,1,4m-high fence topped with barbed wire (DMZ); civilian control line with further barriers inside Korean territory,,"37.903316,126.7059253",2,1,0,1,0,0,0
KWT,IRQ,5,1,0,1,"electrified fence, concertina wire; berms; trenches",0,"30.08275,47.7017539",2,1,1,1,1,1,0
KWT,SAU,3,0,0,0,,0,"29.100056,46.6754634",2,0,0,0,0,0,0
LAO,CHN,3,0,0,0,,,"21.1874562,101.6797047",2,0,0,0,0,0,0
LAO,KHM,3,0,0,0,,,"13.9232581,106.028588",2,0,0,0,0,0,0
LAO,MMR,3,0,0,0,,,"20.8780777,100.5469156",2,0,0,0,0,0,0
LAO,THA,3,0,0,0,,,"17.8877934,102.7133778",2,0,0,0,0,0,0
LAO,VNM,3,0,0,0,,,"21.2153164,102.889673",2,0,0,0,0,0,0
LBN,ISR,3,0,0,0,,3,"33.0942524,35.1040191",,0,0,0,0,0,0
LBN,SYR,3,0,0,0,,3,"33.7020641,35.9231988",2,0,0,0,0,0,0
LBR,CIV,3,0,0,0,,0,"7.2533166,-8.3645531",1,0,0,0,0,0,0
LBR,GIN,3,0,0,0,,0,"8.4914114,-9.6506514",1,0,0,0,0,0,0
LBR,SLE,3,0,0,0,,0,"8.467508,-10.2739469",1,0,0,0,0,0,0
LBY,DZA,4,1,0,0,barriers surrounding the border posts,,"30.139859,9.4621245",2,0,0,0,0,0,0
LBY,EGY,3,0,0,0,,,"31.5785764,25.0630596",2,0,0,0,0,0,0
LBY,NER,1,0,0,0,,,"22.737359,14.0774298",0,0,0,0,0,0,0
LBY,SDN,1,0,0,0,,,"21.5510576,24.9474943",0,0,0,0,0,0,0
LBY,TCD,1,0,0,0,,,"22.6714022,17.6987156",0,0,0,0,0,0,0
LBY,TUN,3,0,0,0,,,"33.1488472,11.5629681",2,0,0,0,0,0,0
LIE,AUT,2,0,0,0,,0,"47.2181838,9.5702704",1,0,0,0,0,0,0
LIE,CHE,2,0,0,0,,0,"47.1683719,9.4892949",0,0,0,0,0,0,0
LSO,ZAF,3,0,0,0,,0,"-29.2988403,27.45529",2,0,0,0,0,0,0
LTU,BLR,4,1,0,0,2-3 m mesh wire partially topped with roll of concertina wire; extent: 65km,0,"54.546838,25.6897663",2,1,0,0,0,0,0
LTU,LVA,2,0,0,0,,0,"56.36922,23.6716453",0,0,0,0,0,0,0
LTU,POL,2,0,0,0,,0,"54.313444,23.1259063",2,0,0,0,0,0,0
LTU,RUS,4,1,0,0,"built in 2017, about 2m high, military threat, smuggling/criminality",0,"55.086044,21.9073169",2,0,0,0,0,0,0
LUX,BEL,2,0,0,0,,0,"49.981183,5.8375613",0,0,0,0,0,0,0
LUX,DEU,2,0,0,0,,0,"49.927388,6.2240221",0,0,0,0,0,0,0
LUX,FRA,2,0,0,0,,0,"49.477277,6.1192158",0,0,0,0,0,0,0
LVA,BLR,5,1,0,0,2m-high barbed wire,0,"55.718663,26.8689491",2,0,0,0,0,0,0
LVA,EST,2,0,0,0,,0,"57.874532,24.3793724",2,0,0,0,0,0,0
LVA,LTU,2,0,0,0,,0,"56.364848,23.6715483",2,0,0,0,0,0,0
LVA,RUS,5,1,0,0,2.7m-high topped with barbed wire,0,"56.8690935,27.8284051",2,0,0,0,0,0,0
MAR,DZA,5,1,0,0,barbed-wired fence,,"34.7889156,-1.8409095",2,0,0,0,0,0,0
MAR,ESP,5,1,0,1,ditch,,"35.8720056,-5.3449913",2,0,0,0,0,0,0
MAR,MRT,3,0,0,0,,,"21.3631349,-16.9602142",2,0,0,0,0,0,0
MCO,FRA,2,,,,,0,,,0,0,0,0,0,0
MDA,ROU,3,0,0,0,,0,"46.794271,28.1599643",2,0,0,0,0,0,0
MDA,UKR,3,0,0,0,,0,"46.738116,29.9658505",1,0,0,0,0,0,0
MEX,BLZ,3,0,0,0,,0,"18.485962,-88.40145",2,0,0,0,0,0,0
MEX,GTM,3,0,0,0,,0,"14.677119,-92.1502882",1,0,0,0,0,0,0
MEX,USA,3,0,0,0,,0,"31.762132,-106.4546387",2,0,0,0,0,0,0
MKD,ALB,3,0,0,0,,0,"41.5592402,20.4956981",1,0,0,0,0,0,0
MKD,BGR,3,0,0,0,,0,"41.9872354,22.8729545",1,0,0,0,0,0,0
MKD,GRC,5,1,0,0,the dual fence is barbed-wired and around 3m high,0,"41.134207,22.5469463",2,1,0,0,0,0,1
MKD,SRB,3,0,0,0,,0,"42.2310874,21.6998212",2,0,0,0,0,0,0
MKD,XKX,3,0,0,0,,0,"42.138625,21.3031187",2,0,0,0,0,0,0
MLI,BFA,3,0,0,0,,0,"11.1193124,-5.3614437",1,0,0,0,0,0,0
MLI,CIV,3,0,0,0,,0,"10.4755612,-5.6531478",1,0,0,0,0,0,0
MLI,DZA,1,0,0,0,,0,"21.188285,1.0390063",0,0,0,0,0,0,0
MLI,GIN,3,0,0,0,,0,"11.9513284,-8.7852502",1,0,0,0,0,0,0
MLI,MRT,3,0,0,0,,0,"15.6856796,-9.3249113",1,0,0,0,0,0,0
MLI,NER,3,0,0,0,,0,"14.968949,0.7039416",1,0,0,0,0,0,0
MLI,SEN,3,0,0,0,,0,"14.457128,-12.2031438",1,0,0,0,0,0,0
MMR,BGD,5,1,0,1,3m-high fence equipped with barbed wire; guard posts,,,0,1,1,1,1,0,0
MMR,CHN,3,0,0,0,,,"23.9879659,97.864366",2,0,0,0,0,0,0
MMR,IND,3,0,0,0,,,"24.2464951,94.307163",1,0,0,0,0,0,0
MMR,LAO,3,0,0,0,,,"20.8967287,100.6344301",2,0,0,0,0,0,0
MMR,THA,3,0,0,0,,,"16.6905211,98.514796",1,0,0,0,0,0,0
MNE,ALB,3,0,0,0,,0,"42.0166694,19.3700475",1,0,0,0,0,0,0
MNE,BIH,3,0,0,0,,0,"42.713049,18.5690843",1,0,0,0,0,0,0
MNE,HRV,3,0,0,0,,0,"42.485779,18.4381701",2,0,0,0,0,0,0
MNE,SRB,3,0,0,0,,0,"42.904554,20.3313055",1,0,0,0,0,0,0
MNE,XKX,3,0,0,0,,0,"42.779692,20.2651285",1,0,0,0,0,0,0
MNG,CHN,4,1,0,0,,0,"46.142141,90.9940663",2,0,0,0,0,0,1
MNG,RUS,4,1,0,0,,0,"51.633088,100.8536793",2,0,0,0,0,0,1
MOZ,MWI,3,0,0,0,,0,"-15.5931096,34.4373825",2,0,0,0,0,0,0
MOZ,SWZ,3,0,0,0,,0,"-25.9891836,31.9975061",2,0,0,0,0,0,0
MOZ,TZA,3,0,0,0,,0,"-11.4184516,38.4962432",1,0,0,0,0,0,0
MOZ,ZAF,3,0,0,0,,0,"-25.445355,31.9866583",2,0,0,0,0,0,0
MOZ,ZMB,3,0,0,0,,0,"-19.0058974,32.7160712",2,0,0,0,0,0,0
MOZ,ZWE,3,0,0,0,,0,"-14.3043602,32.3489535",1,0,0,0,0,0,0
MRT,DZA,1,0,0,0,,0,"27.165418,-8.4139195",0,0,0,0,0,0,0
MRT,MAR,4,1,0,1,berms,0,"21.3336553,-16.948195",1,0,0,0,0,0,0
MRT,MLI,3,0,0,0,,0,"15.7001868,-9.3165546",1,0,0,0,0,0,0
MRT,SEN,3,0,0,0,,0,"16.5094393,-15.8126002",2,0,0,0,0,0,0
MWI,MOZ,3,0,0,0,,0,"-15.578799,34.4769772",2,0,0,0,0,0,0
MWI,TZA,3,0,0,0,,0,"-9.5915607,33.7752045",2,0,0,0,0,0,0
MWI,ZMB,3,0,0,0,,0,"-13.7512694,32.7955289",2,0,0,0,0,0,0
MYS,BRN,3,0,0,0,,0,"4.691107,115.0316334",2,0,0,0,0,0,0
MYS,IDN,3,0,0,0,,0,"0.9876518,110.3503355",2,0,0,0,0,0,0
MYS,SGP,3,0,0,0,,0,"1.4638444,103.7677403",2,0,0,0,0,0,0
MYS,THA,4,1,0,0,3m-high fence topped with barbed wire,0,"6.512582,100.4206628",2,0,1,0,1,1,0
NAM,AGO,3,0,0,0,,0,"-17.3917423,15.8902207",2,0,0,0,0,0,0
NAM,BWA,4,1,0,0,veterinary cordon fence,0,"-22.2811489,19.9974444",2,0,0,0,0,0,0
NAM,ZAF,3,0,0,0,,0,"-28.1177771,19.8480474",2,0,0,0,0,0,0
NAM,ZMB,3,0,0,0,,0,"-17.477911,24.2452125",2,0,0,0,0,0,0
NER,BEN,3,0,0,0,,1,"11.8830549,3.3968388",1,0,0,0,0,0,0
NER,BFA,3,0,0,0,,1,"12.7475974,1.6366258",1,0,0,0,0,0,0
NER,DZA,1,0,0,0,,1,"19.3354933,5.7685495",0,0,0,0,0,0,0
NER,LBY,3,0,0,0,,1,"22.6720754,14.0806128",1,0,0,0,0,0,0
NER,MLI,1,0,0,0,,1,"14.9616844,0.7587524",0,0,0,0,0,0,0
NER,NGA,4,1,0,0,,1,"13.1744096,8.2866873",1,0,0,0,0,0,0
NER,TCD,1,0,0,0,,1,"14.4237874,13.4695588",0,0,0,0,0,0,0
NGA,BEN,3,0,0,0,,,"6.3793957,2.7034606",2,0,0,0,0,0,0
NGA,CMR,3,0,0,0,,,"5.8210583,8.837724",2,1,0,0,0,0,0
NGA,NER,3,0,0,0,,,"13.1729814,8.286419",1,0,0,0,0,0,0
NGA,TCD,1,0,0,0,,,,0,0,0,0,0,0,0
NIC,CRI,3,0,0,0,,0,"11.217775,-85.6147791",2,0,0,0,0,0,0
NIC,HND,3,0,0,0,,0,"13.792262,-86.5709867",1,0,0,0,0,0,0
NLD,BEL,2,0,0,0,,0,"51.37887,4.3007963",0,0,0,0,0,0,0
NLD,DEU,2,0,0,0,,0,"51.9030228,6.159115",0,0,0,0,0,0,0
NOR,FIN,2,0,0,0,,0,"69.9132247,27.0339573",0,0,0,0,0,0,0
NOR,RUS,4,1,0,0,4m-high fence with CCTV; 200m length,0,"69.658759,30.2020833",2,0,0,0,0,0,0
NOR,SWE,2,0,0,0,,0,"59.487282,11.7468003",1,0,0,0,0,0,0
NPL,CHN,3,0,0,0,,0,"27.9714919,85.9619057",1,0,0,0,0,0,0
NPL,IND,3,0,0,0,,0,"27.4760658,83.4678799",1,0,0,0,0,0,0
OMN,ARE,3,0,0,0,,0,"24.2166375,55.953529",2,0,0,0,0,0,0
OMN,SAU,3,0,0,0,,,"22.228504, 55.543975",2,0,0,0,0,0,0
OMN,YEM,5,1,0,1,fence; berms,,"17.8392833,52.6223659",2,0,0,0,0,0,0
PAK,AFG,5,1,0,1,3.5m-high fence topped with barbed wire; trenches,,"30.9483093,66.4347814",2,1,1,1,1,1,1
PAK,CHN,3,0,0,0,,,"36.8479403,75.4266435",1,0,0,0,0,0,0
PAK,IND,3,0,0,0,,,"31.5916218,74.5174975",1,0,0,0,0,0,1
PAK,IRN,3,0,0,0,,,"28.9754372,61.547325",1,0,0,0,0,0,0
PAN,COL,1,0,0,0,,0,,0,0,0,0,0,0,0
PAN,CRI,3,0,0,0,,0,"8.534033,-82.8395919",2,0,0,0,0,0,0
PER,BOL,3,0,0,0,,1,"-16.5633,-69.0376998",1,0,0,0,0,0,0
PER,BRA,3,0,0,0,,1,"-10.9551007,-69.579843",1,0,0,0,0,0,0
PER,CHL,3,0,0,0,,1,"-18.307464,-70.3156671",2,0,0,0,0,0,0
PER,COL,1,0,0,0,,1,"-4.224818,-69.9545182",0,0,0,0,0,0,0
PER,ECU,3,0,0,0,,1,"-3.5110794,-80.2506924",2,0,0,0,0,0,0
PNG,IDN,3,0,0,0,,0,"-2.6088634,140.9977553",2,0,0,0,0,0,0
POL,BLR,3,0,0,0,,0,"53.123842,23.8896679",2,0,0,0,0,0,1
POL,CZE,2,0,0,0,,0,"50.042856,18.0883346",0,0,0,0,0,0,0
POL,DEU,2,0,0,0,,0,"52.316833,14.5871864",2,0,0,0,0,0,0
POL,LTU,2,0,0,0,,0,"54.306557,23.1156933",0,0,0,0,0,0,0
POL,RUS,3,0,0,0,,0,"54.418954,20.0601631",2,0,0,1,0,0,0
POL,SVK,2,0,0,0,,0,"49.418214,21.6940013",0,0,0,0,0,0,0
POL,UKR,3,0,0,0,,0,"49.955871,23.1089713",2,0,0,0,0,0,0
PRK,CHN,3,0,0,0,,,"40.1224264,124.3654566",1,0,0,0,0,0,0
PRK,KOR,5,1,0,1,fence; guard towers,,"37.9558856,126.6766936",2,0,0,0,0,1,0
PRK,RUS,3,0,0,0,,,"42.4137747,130.6386455",1,0,0,0,0,0,0
PRT,ESP,2,0,0,0,,0,"40.606687,-6.8272074",2,0,0,0,0,0,0
PRY,ARG,3,0,0,0,,0,"-27.363389,-55.8551374",2,0,0,0,0,0,0
PRY,BOL,3,0,0,0,,0,"-21.673735,-62.4555511",1,0,0,0,0,0,0
PRY,BRA,3,0,0,0,,0,"-25.508488,-54.6067743",2,0,0,0,0,0,0
QAT,SAU,3,0,0,1,watchtowers; surveillance technology,0,"24.744723,50.8435003",2,0,0,0,0,0,0
ROU,BGR,3,0,0,0,,0,"43.9016733,25.9917862",2,0,0,0,0,0,0
ROU,HUN,3,0,0,0,,0,"46.211211,20.7645043",2,0,0,0,0,0,0
ROU,MDA,3,0,0,0,,0,"46.787962,28.1419603",2,0,0,0,0,0,0
ROU,SRB,3,0,0,0,,0,"45.752412,20.700242",2,0,0,0,0,0,0
ROU,UKR,3,0,0,0,,0,"47.938708,23.8762576",1,0,0,0,0,0,0
RUS,AZE,4,1,0,0,partially fenced; fence is topped with barbed wire,,"41.640344,48.4049613",2,0,0,0,0,0,1
RUS,BLR,3,0,0,0,,,"53.118271,32.244977",2,0,0,0,0,0,0
RUS,CHN,4,1,0,0,fence discernible; no further information,,"49.631481,117.3710782",2,1,0,1,0,0,0
RUS,EST,3,0,0,0,,,"59.376316,28.2089672",2,0,0,0,0,0,1
RUS,FIN,5,1,0,0,2-3 m barbed wire fence,,"61.123929,28.8398916",2,0,0,1,0,0,1
RUS,GEO,5,1,0,0,concertina wire,,"42.7705819,44.629426",2,0,0,0,0,0,1
RUS,KAZ,3,0,0,0,,,"51.6783158,50.9993746",2,0,0,0,0,0,0
RUS,LTU,3,0,0,0,,,"55.0824142,21.9029543",2,0,0,0,0,0,0
RUS,LVA,3,0,0,0,,,"56.873226,27.8318313",2,0,0,0,0,0,1
RUS,MNG,3,1,0,0,2-3m-high fence topped with barbed wire,,"50.3256114,106.4853744",2,1,0,1,0,0,0
RUS,NOR,5,1,0,0,2-3 m barbed wire fence; length: 195km,,"69.655885,30.2011763",2,1,0,1,0,0,1
RUS,POL,5,1,0,0,"1,8m-high stacked barbed wire and metal mesh",,"54.4235099,20.0705973",2,0,0,0,0,0,0
RUS,PRK,3,0,0,0,,,"42.415671,130.6396974",1,1,0,1,0,0,1
RUS,UKR,4,1,0,0,barbed-wired metal fence,,"50.338575,36.2851423",2,1,0,0,0,0,0
RWA,BDI,3,0,0,0,,0,"-2.3522926,30.2169803",2,0,0,0,0,0,0
RWA,COD,3,0,0,0,,0,"-1.6966345,29.2441349",2,0,0,0,0,0,0
RWA,TZA,3,0,0,0,,0,"-2.3788544,30.77737",2,0,0,0,0,0,0
RWA,UGA,3,0,0,0,,0,"-1.052238,30.4584908",2,0,0,0,0,0,0
SAU,ARE,4,1,0,1,fence; berms,0,"24.1304784,51.5689049",2,1,0,1,0,0,0
SAU,BHR,3,0,0,0,,0,"26.1850329,50.3213097",2,0,0,0,0,0,0
SAU,IRQ,5,1,0,1,several fences; ditches; watchtower,0,"31.365275,41.4419423",2,1,1,1,1,1,0
SAU,JOR,5,1,0,0,fence,0,"29.170734,36.0715873",2,1,0,1,0,0,0
SAU,KWT,3,0,0,0,,0,"29.083306,46.6393993",2,1,0,1,0,0,0
SAU,OMN,5,1,0,0,fence,0,"22.2036113,55.5074878",2,1,0,1,0,0,0
SAU,QAT,3,0,0,0,,0,"24.723147,50.7619073",2,1,0,1,0,0,0
SAU,YEM,5,1,0,1,3m-high fence; berms,0,"16.9626286, 47.013931",2,0,1,1,1,1,0
SDN,CAF,1,0,0,0,,2,"10.468149,23.3040308",0,0,0,0,0,0,0
SDN,EGY,3,0,0,0,,2,"22.0034982,31.5114458",1,0,0,0,0,0,0
SDN,ERI,3,0,0,0,,2,"15.2137669,36.490274",1,0,0,0,0,0,0
SDN,ETH,3,0,0,0,,2,"12.9583604,36.150441",1,0,0,0,0,0,0
SDN,LBY,1,0,0,0,,2,"20.7925528,24.9875047",0,0,0,0,0,0,0
SDN,SSD,1,0,0,0,,2,"12.2362913,32.7600629",0,0,0,0,0,0,0
SDN,TCD,3,0,0,0,,2,"13.4572034,22.2302997",1,0,0,0,0,0,0
SEN,GIN,3,0,0,0,,,"12.679044,-13.560484",2,0,0,0,0,0,0
SEN,GMB,3,0,0,0,,,"13.5917248,-16.4222039",1,0,0,0,0,0,0
SEN,GNB,3,0,0,0,,,"12.4545245,-16.2304884",1,0,0,0,0,0,0
SEN,MLI,3,0,0,0,,,"14.4540372,-12.2085045",1,0,0,0,0,0,0
SEN,MRT,3,0,0,0,,,"16.5043424,-15.8106271",1,0,0,0,0,0,0
SGP,MYS,3,0,0,0,,0,"1.4475573,103.7643202",2,0,0,0,0,0,0
SLE,GIN,3,0,0,0,,0,"9.1732693,-12.961253",2,0,0,0,0,0,0
SLE,LBR,3,0,0,0,,0,"8.472122,-10.28021",1,0,0,0,0,0,0
SLV,GTM,3,0,0,0,,0,"14.01787,-89.9063905",2,0,0,0,0,0,0
SLV,HND,3,0,0,0,,0,"13.5977884,-87.7683622",2,0,0,0,0,0,0
SMR,ITA,2,0,0,0,,0,"43.957094,12.4361634",0,0,0,0,0,0,0
SOM,DJI,3,0,0,0,,3,"11.4598754,43.2576872",1,0,0,0,0,0,0
SOM,ETH,3,0,0,0,,3,"9.6010236,43.3324082",1,0,0,0,0,0,0
SOM,KEN,3,0,0,0,,3,"3.93033,41.8722192",1,0,0,0,0,0,0
SRB,BGR,3,0,0,0,,1,"42.998623,22.8291615",2,0,0,0,0,0,0
SRB,BIH,3,0,0,0,,1,"44.403635,19.1252992",1,0,0,0,0,0,0
SRB,HRV,3,0,0,0,,1,"45.047207,19.1050983",2,0,0,0,0,0,0
SRB,HUN,3,0,0,0,,1,"46.166548,19.5601547",2,0,0,0,0,0,0
SRB,MKD,3,0,0,0,,1,"42.24068,21.7002783",2,0,0,0,0,0,0
SRB,MNE,3,0,0,0,,1,"42.910325,20.3402257",1,0,0,0,0,0,0
SRB,ROU,3,0,0,0,,1,"45.750026,20.6990667",1,0,0,0,0,0,0
SRB,XKX,3,0,0,0,,1,"42.961741,20.5478239",2,0,0,0,0,0,0
SSD,CAF,1,0,0,0,,3,"5.3972913,27.235278",0,0,0,0,0,0,0
SSD,COD,1,0,0,0,,3,"3.9214163,30.345974",0,0,0,0,0,0,0
SSD,ETH,1,0,0,0,,3,,0,0,0,0,0,0,0
SSD,KEN,1,0,0,0,,3,"4.4500265,34.2087813",0,0,0,0,0,0,0
SSD,SDN,1,0,0,0,,3,"12.202846,32.7718802",0,0,0,0,0,0,0
SSD,UGA,3,0,0,0,,3,"3.5725799,32.0738773",1,0,0,0,0,0,0
SUR,BRA,1,0,0,0,,0,,0,0,0,0,0,0,0
SUR,GUY,3,0,0,0,,0,"5.7495564,-57.1348843",2,0,0,0,0,0,0
SVK,AUT,2,0,0,0,,0,"48.1225956,17.0650876",0,0,0,0,0,0,0
SVK,CZE,2,0,0,0,,0,"48.951869,17.8950893",0,0,0,0,0,0,0
SVK,HUN,2,0,0,0,,0,"48.013404,17.1781733",2,1,0,0,0,0,0
SVK,POL,2,0,0,0,,0,"49.412155,21.6976853",0,0,0,0,0,0,0
SVK,UKR,3,0,0,0,,0,"48.884073,22.419301",2,0,0,0,0,0,0
SVN,AUT,2,0,0,0,,0,"46.5177617,13.7505392",2,0,0,0,0,0,0
SVN,HRV,5,1,0,0,"2,2-2,5m-high metal fence or stacked concertina wire along 200km of the border",0,"45.846671,15.6907283",2,1,0,0,0,1,1
SVN,HUN,2,0,0,0,,0,"46.52204,16.5176908",0,0,0,0,0,0,0
SVN,ITA,2,0,0,0,,0,"46.217773,13.4964484",0,0,0,0,0,0,0
SWE,DNK,2,0,0,0,,0,"55.565935,12.9113771",2,0,0,0,0,0,0
SWE,FIN,2,0,0,0,,0,"68.441679,22.4757453",0,0,0,0,0,0,0
SWE,NOR,2,0,0,0,,0,"59.487282,11.7468003",0,0,0,0,0,0,0
SWZ,MOZ,3,0,0,0,,0,"-25.9891836,31.9975061",2,0,0,0,0,0,0
SWZ,ZAF,3,0,0,0,,0,"-27.1053353,31.0683459",1,0,0,0,0,0,0
SYR,IRQ,3,0,0,0,,,"33.4362695,38.8333413",2,0,0,0,0,0,0
SYR,ISR,3,0,0,0,,,"33.1241828,35.8124021",1,0,0,0,0,0,0
SYR,JOR,3,0,0,0,,,"32.5425701,36.2017208",2,0,0,0,0,0,0
SYR,LBN,3,0,0,0,,,"33.6578671,35.9773638",2,0,0,0,0,0,0
SYR,TUR,3,0,0,0,,,"36.231667,36.6902243",2,0,0,0,0,0,0
TCD,CAF,1,0,0,0,,4,"8.2324953,18.7127978",0,0,0,0,0,0,0
TCD,CMR,3,0,0,0,,4,"12.0690743,15.0542085",0,0,0,0,0,0,0
TCD,LBY,1,0,0,0,,4,"22.654122,17.7006297",0,0,0,0,0,0,0
TCD,NER,1,0,0,0,,4,"14.4236314,13.4702203",0,0,0,0,0,0,0
TCD,NGA,1,0,0,0,,4,,0,0,0,0,0,0,0
TCD,SDN,3,0,0,0,,4,"13.4650447,22.2115597",1,0,0,0,0,0,0
TGO,BEN,3,0,0,0,,0,"6.2406642,1.626694",2,0,0,0,0,0,0
TGO,BFA,3,0,0,0,,0,"11.1121366,0.0099752",2,0,0,0,0,0,0
TGO,GHA,4,1,0,0,mesh and barbed-wire fence,0,"6.1135267,1.1995311",2,0,0,0,0,0,0
THA,KHM,3,0,0,0,,4,"13.6618404,102.5493248",2,0,1,0,0,0,0
THA,LAO,3,0,0,0,,4,"20.2231279,100.4430415",2,0,0,0,0,0,0
THA,MMR,3,0,0,0,,4,"16.7132537,98.4886358",2,0,0,0,0,0,0
THA,MYS,4,1,1,0,2.5m-high fence constructed with concrete foundation and barbed wire,4,"6.516194,100.4181067",2,1,1,1,1,0,0
TJK,AFG,5,1,0,0,2.5m-high fence made of barbed wire,2,"37.1958534,68.5995867",2,0,0,0,0,0,1
TJK,CHN,4,1,0,0,barbed-wire fence,2,"38.1498517,74.8034369",1,0,0,0,0,0,0
TJK,KGZ,3,0,0,0,,2,"39.4130047,71.7208742",2,0,0,0,0,0,0
TJK,UZB,3,0,0,0,,2,"40.5471022,69.2154761",1,0,0,0,0,0,0
TKM,AFG,5,1,0,0,barbed wire fence,0,"35.260592,62.2855421",1,0,0,0,0,0,1
TKM,IRN,5,1,0,0,barbed wire fence; sand strip,0,"37.630155,58.4047487",2,0,0,0,0,0,1
TKM,KAZ,4,1,0,0,berms,0,"41.900129,52.6519745",2,1,0,1,0,0,1
TKM,UZB,5,1,0,0,barbed wire fence,0,"39.2194071,63.7166636",2,1,1,1,1,1,1
TLS,IDN,3,0,0,0,,0,"-8.9594366,124.9503404",2,0,0,0,0,0,0
TUN,DZA,4,0,0,1,berms,0,"35.5478975,8.3628784",2,0,0,0,0,0,0
TUN,LBY,5,1,0,1,"berms, fences, trenches",0,"33.1486377,11.5544145",2,0,0,0,0,0,0
TUR,ARM,4,0,0,1,sand track; berms,4,"40.7291774,43.7398486",0,0,0,0,0,0,1
TUR,AZE,3,0,0,0,,4,"39.6541641,44.7985037",2,0,0,0,0,0,1
TUR,BGR,3,0,0,0,,4,"41.967633,27.4582191",2,0,0,0,0,0,0
TUR,CYP,4,1,0,1,different types of barriers,4,"35.1813471,33.3228568",1,0,0,1,0,0,0
TUR,GEO,3,0,0,0,,4,"41.5872934,42.8176098",2,0,0,0,0,0,0
TUR,GRC,3,0,0,0,,4,"40.933659,26.3275593",2,0,0,0,0,0,0
TUR,IRN,5,0,1,0,"144km out of 534km walled, barbed-wired concrete wall",4,"39.414564,44.3736473",2,0,0,0,0,1,1
TUR,IRQ,4,0,0,1,"trenches, minefields",4,"37.1506273,42.5654323",2,0,0,0,0,0,1
TUR,SYR,5,0,1,0,wall topped with barbed wire,4,"36.238786,36.6531363",2,1,1,1,1,1,1
TZA,BDI,3,0,0,0,,0,"-2.6545152,30.4301538",2,0,0,0,0,0,0
TZA,KEN,3,0,0,0,,0,"-4.6022656,39.1033349",2,0,0,0,0,0,0
